case_label,state_label,state_voltage,frame_index,time_ms,frame_name,vapor_area_fraction,active_length_fraction,predicted_instances
5gs_22C,30,30.0,0,0.0,192.168.0.10_C001H001S0001000001.bmp,0.03949497767857143,0.3349609375,192
5gs_22C,30,30.0,1,0.3333333333333333,192.168.0.10_C001H001S0001000002.bmp,0.042647879464285714,0.3388671875,189
5gs_22C,30,30.0,2,0.6666666666666666,192.168.0.10_C001H001S0001000003.bmp,0.04164341517857143,0.3291015625,184
5gs_22C,30,30.0,3,1.0,192.168.0.10_C001H001S0001000004.bmp,0.037904575892857145,0.32421875,188
5gs_22C,30,30.0,4,1.3333333333333333,192.168.0.10_C001H001S0001000005.bmp,0.04006696428571429,0.322265625,190
5gs_22C,30,30.0,5,1.6666666666666667,192.168.0.10_C001H001S0001000006.bmp,0.03943917410714286,0.3369140625,183
5gs_22C,30,30.0,6,2.0,192.168.0.10_C001H001S0001000007.bmp,0.042606026785714284,0.3427734375,181
5gs_22C,30,30.0,7,2.3333333333333335,192.168.0.10_C001H001S0001000008.bmp,0.04490792410714286,0.34765625,191
5gs_22C,30,30.0,8,2.6666666666666665,192.168.0.10_C001H001S0001000009.bmp,0.04165736607142857,0.3359375,192
5gs_22C,30,30.0,9,3.0,192.168.0.10_C001H001S0001000010.bmp,0.041866629464285716,0.34375,188
5gs_22C,30,30.0,10,3.3333333333333335,192.168.0.10_C001H001S0001000011.bmp,0.03872767857142857,0.3271484375,179
5gs_22C,30,30.0,11,3.6666666666666665,192.168.0.10_C001H001S0001000012.bmp,0.044070870535714284,0.353515625,197
5gs_22C,30,30.0,12,4.0,192.168.0.10_C001H001S0001000013.bmp,0.04440569196428571,0.3427734375,184
5gs_22C,30,30.0,13,4.333333333333333,192.168.0.10_C001H001S0001000014.bmp,0.045242745535714286,0.3544921875,198
5gs_22C,30,30.0,14,4.666666666666667,192.168.0.10_C001H001S0001000015.bmp,0.04195033482142857,0.3486328125,181
5gs_22C,30,30.0,15,5.0,192.168.0.10_C001H001S0001000016.bmp,0.04013671875,0.33203125,185
5gs_22C,30,30.0,16,5.333333333333333,192.168.0.10_C001H001S0001000017.bmp,0.04097377232142857,0.33984375,192
5gs_22C,30,30.0,17,5.666666666666667,192.168.0.10_C001H001S0001000018.bmp,0.04154575892857143,0.3505859375,204
5gs_22C,30,30.0,18,6.0,192.168.0.10_C001H001S0001000019.bmp,0.042717633928571426,0.341796875,197
5gs_22C,30,30.0,19,6.333333333333333,192.168.0.10_C001H001S0001000020.bmp,0.039773995535714285,0.3515625,188
5gs_22C,30,30.0,20,6.666666666666667,192.168.0.10_C001H001S0001000021.bmp,0.043219866071428574,0.3564453125,209
5gs_22C,30,30.0,21,7.0,192.168.0.10_C001H001S0001000022.bmp,0.04188058035714286,0.349609375,191
5gs_22C,30,30.0,22,7.333333333333333,192.168.0.10_C001H001S0001000023.bmp,0.044168526785714285,0.365234375,192
5gs_22C,30,30.0,23,7.666666666666667,192.168.0.10_C001H001S0001000024.bmp,0.04482421875,0.37890625,212
5gs_22C,30,30.0,24,8.0,192.168.0.10_C001H001S0001000025.bmp,0.04693080357142857,0.3818359375,212
5gs_22C,30,30.0,25,8.333333333333334,192.168.0.10_C001H001S0001000026.bmp,0.04527064732142857,0.3701171875,199
5gs_22C,30,30.0,26,8.666666666666666,192.168.0.10_C001H001S0001000027.bmp,0.040736607142857144,0.3486328125,192
5gs_22C,30,30.0,27,9.0,192.168.0.10_C001H001S0001000028.bmp,0.04146205357142857,0.3486328125,196
5gs_22C,30,30.0,28,9.333333333333334,192.168.0.10_C001H001S0001000029.bmp,0.04340122767857143,0.369140625,204
5gs_22C,30,30.0,29,9.666666666666666,192.168.0.10_C001H001S0001000030.bmp,0.04298270089285714,0.3583984375,203
5gs_22C,30,30.0,30,10.0,192.168.0.10_C001H001S0001000031.bmp,0.042313058035714286,0.36328125,198
5gs_22C,30,30.0,31,10.333333333333334,192.168.0.10_C001H001S0001000032.bmp,0.041713169642857144,0.35546875,195
5gs_22C,30,30.0,32,10.666666666666666,192.168.0.10_C001H001S0001000033.bmp,0.04144810267857143,0.3544921875,207
5gs_22C,30,30.0,33,11.0,192.168.0.10_C001H001S0001000034.bmp,0.03974609375,0.326171875,198
5gs_22C,30,30.0,34,11.333333333333334,192.168.0.10_C001H001S0001000035.bmp,0.040834263392857145,0.3388671875,204
